id,name
235966007,Cystadenocarcinoma of pancreas (disorder)
236512004,Leukemic infiltrate of kidney (disorder)
236811000119101,Paget disease of anal canal (disorder)
237252008,Placental site trophoblastic tumor (disorder)
23746000,Intracystic carcinoma (morphologic abnormality)
237833006,Carcinoid crisis (disorder)
238636003,Malignant acanthosis nigricans (disorder)
238637007,Acanthosis palmaris (disorder)
24007003,Clear cell sarcoma of kidney (morphologic abnormality)
240163000,Malignant neoplasm of nasopharyngeal wall (disorder)
24111000119105,Primary squamous cell carcinoma of upper limb (disorder)
241861008,Metastatic malignant neoplasm to nasopharynx (disorder)
2424003,"Sarcoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)"
242862004,Secondary malignant neoplasm of nasopharyngeal wall (disorder)
242951000119108,Primary squamous cell carcinoma of vermilion border of lip (disorder)
24604009,Medullomyoblastoma (morphologic abnormality)
24653009,"Spindle cell melanoma, type A (morphologic abnormality)"
248455008,Pheochromocytoma storm (finding)
25050002,"Alpha heavy chain disease, respiratory form (disorder)"
252999006,Malignant endocrine tumor morphology (morphologic abnormality)
253000007,Neuroendocrine carcinoma (disorder)
253001006,Merkel cell carcinoma (disorder)
253003009,Carcinoid bronchial adenoma (disorder)
253014007,Malignant endometrioid tumor (morphologic abnormality)
253017000,Klatskin's tumor (disorder)
253018005,Fibrolamellar hepatocellular carcinoma (disorder)
253026002,Adenocarcinoma with metaplasia (morphologic abnormality)
253032007,Benign pheochromocytoma (disorder)
253036005,Precancerous melanosis (morphologic abnormality)
253039003,Round cell sarcoma (morphologic abnormality)
253042009,Myxoid dermatofibrosarcoma protuberans (disorder)
253046007,Malignant myomatous tumor (morphologic abnormality)
253056006,Malignant lymphangioma (morphologic abnormality)
253063006,Fibrous astrocytoma (morphologic abnormality)
253071005,Mixed oligoastrocytoma (morphologic abnormality)
253072003,Anaplastic oligoastrocytoma (morphologic abnormality)
253074002,Desmoplastic juvenile ganglioglioma (morphologic abnormality)
253075001,Sympathicoblastoma (morphologic abnormality)
253076000,Melanotic neuroectodermal tumor of infancy (morphologic abnormality)
253077009,Melanocytic medullomyoblastoma (morphologic abnormality)
253092005,Malignant Schwannoma with divergent mesenchymal and epithelial differentiation (morphologic abnormality)
253093000,Epithelioid malignant nerve sheath tumor (morphologic abnormality)
253094006,Melanotic malignant peripheral nerve sheath tumor (morphologic abnormality)
253096008,Peripheral neuroectodermal tumor (disorder)
25370001,Hepatocellular carcinoma (morphologic abnormality)
254383006,International Federation of Gynecology and Obstetrics staging system of gynecological malignancy (tumor staging)
254389005,Carcinoma of vermilion border of upper lip (disorder)
254390001,Carcinoma of vermilion border of lower lip (disorder)
254393004,Carcinoma of frenum of lip (disorder)
254398008,Carcinoma of frenum of upper lip (disorder)
254402004,Carcinoma of frenum of lower lip (disorder)
254404003,Carcinoma of commissure of lip (disorder)
254408000,Malignant tumor of anterior two-thirds of tongue - lateral margin (disorder)
254412006,Malignant tumor of tip of tongue (disorder)
254417000,Carcinoma of frenum linguae (disorder)
254423005,Carcinoma of lingual tonsil (disorder)
254424004,Carcinoma of upper gum (disorder)
254425003,Carcinoma of lower gum (disorder)
254427006,Carcinoma of anterior part of floor of mouth (disorder)
254431000,Carcinoma of lateral part of floor of mouth (disorder)
254434008,Carcinoma of hard palate (disorder)
254435009,Carcinoma of soft palate (disorder)
254436005,Carcinoma of uvula (disorder)
254437001,Squamous cell carcinoma of buccal mucosa (disorder)
254441002,Carcinoma of upper buccal sulcus (disorder)
254445006,Carcinoma of lower buccal sulcus (disorder)
254450000,Carcinoma of upper labial sulcus (disorder)
254454009,Carcinoma of lower labial sulcus (disorder)
254457002,Carcinoma of retromolar area (disorder)
254459004,Malignant tumor of anterior pillar of fauces (disorder)
254462001,Carcinoma of parotid gland (disorder)
254465004,Carcinoma of submandibular gland (disorder)
254466003,Carcinoma of sublingual gland (disorder)
254474002,Malignant tumor of nasal skeleton (disorder)
254478004,Malignant tumor of inferior turbinate (disorder)
254481009,Malignant tumor of middle turbinate (disorder)
254484001,Malignant tumor of posterior margin of nasal septum and choanae (disorder)
254503007,Malignant tumor of inferior surface of soft palate (disorder)
254509006,Malignant tumor of anterior commissure (disorder)
254513004,Malignant tumor of posterior commissure (disorder)
254517003,Malignant tumor of suprahyoid epiglottis (disorder)
254520006,Malignant tumor of infrahyoid epiglottis (disorder)
254523008,Malignant tumor of arytenoid (disorder)
254526000,Malignant tumor of laryngeal ventricle (disorder)
254530002,Malignant tumor of parapharyngeal space (disorder)
254535007,Carcinoma of cervical part of esophagus (disorder)
254539001,Carcinoma of thoracic part of esophagus (disorder)
254543002,Carcinoma of abdominal part of esophagus (disorder)
254547001,Carcinoma of upper third of esophagus (disorder)
254549003,Carcinoma of middle third of esophagus (disorder)
254551004,Carcinoma of lower third of esophagus (disorder)
254553001,Carcinoma of cardia (disorder)
254555008,Carcinoma of fundus of stomach (disorder)
254557000,Carcinoma of body of stomach (disorder)
254559002,Carcinoma of pyloric antrum (disorder)
254561006,Carcinoma of pylorus (disorder)
254563009,Carcinoma of lesser curve of stomach (disorder)
254564003,Carcinoma in situ of lesser curve of stomach (disorder)
254567005,Carcinoma of greater curve of stomach (disorder)
254570009,Carcinoma of duodenum (disorder)
254582000,Adenocarcinoma of rectum (disorder)
254586002,Malignant tumor of anorectal junction (disorder)
254601002,Sarcoma of liver (disorder)
254609000,Carcinoma of ampulla of Vater (disorder)
254611009,Malignant tumor of endocrine pancreas (disorder)
254612002,Carcinoma of endocrine pancreas (disorder)
254619006,Adenoid cystic carcinoma of trachea (disorder)
254620000,Squamous cell carcinoma of trachea (disorder)
254622008,Squamous cell carcinoma of bronchus (disorder)
254625005,Malignant tumor of lung parenchyma (disorder)
254626006,Adenocarcinoma of lung (disorder)
254628007,Carcinoma of lung parenchyma (disorder)
254629004,Large cell carcinoma of lung (disorder)
254630009,Clear cell carcinoma of lung (disorder)
254631008,Giant cell carcinoma of lung (disorder)
254632001,Small cell carcinoma of lung (disorder)
254633006,Oat cell carcinoma of lung (disorder)
254634000,Squamous cell carcinoma of lung (disorder)
254635004,Epithelioid hemangioendothelioma of lung (disorder)
254637007,Non-small cell lung cancer (disorder)
254638002,Pancoast tumor (disorder)
254639005,Carcinoma in situ of lung parenchyma (disorder)
254645002,Malignant mesothelioma of pleura (disorder)
254650008,Malignant epithelial neoplasm of skin (disorder)
254651007,Squamous cell carcinoma of skin (disorder)
254652000,Clear cell squamous cell carcinoma of skin (disorder)
254653005,Spindle cell squamous carcinoma of skin (disorder)
254654004,Acantholytic squamous cell carcinoma of skin (disorder)
254655003,Plantar verrucous carcinoma (disorder)
254701007,Basal cell carcinoma of skin (disorder)
254702000,Basosquamous carcinoma of skin (disorder)
254703005,Fibroepithelioma of Pinkus (disorder)
254707006,Malignant skin tumor with eccrine differentiation (disorder)
254708001,Eccrine porocarcinoma of skin (disorder)
254709009,Digital papillary eccrine carcinoma of skin (disorder)
254710004,Basal cell carcinoma with eccrine differentiation (disorder)
254711000,Adenoid cystic eccrine carcinoma of skin (disorder)
254712007,Microcystic adnexal carcinoma of skin (disorder)
254713002,Mucoepidermoid carcinoma of skin (disorder)
254714008,Mucinous eccrine carcinoma of skin (disorder)
254726003,Malignant skin tumor with apocrine differentiation (disorder)
254727007,Extramammary Paget's disease of skin (disorder)
254730000,Superficial spreading malignant melanoma of skin (disorder)
254731001,Nodular malignant melanoma of skin (disorder)
254732008,Acral lentiginous malignant melanoma of skin (disorder)
254733003,Malignant melanoma arising in intradermal nevus (disorder)
254734009,Malignant melanoma arising in congenital nevus (disorder)
254748009,Cutaneous fibrosarcoma (disorder)
254764001,Peripheral neuroepithelioma (disorder)
254771006,Cutaneous leiomyosarcoma (disorder)
254792006,Proliferating angioendotheliomatosis (disorder)
254794007,Angiosarcoma of skin (disorder)
254797000,Malignant hemangiopericytoma of skin (disorder)
254800003,Epithelioid cell sarcoma of skin (disorder)
254820002,Follicular atrophoderma and basal cell epitheliomata (disorder)
254824006,Malignant tumor of mesothelial tissue (disorder)
254828009,Malignant lipomatous tumor (disorder)
254829001,Liposarcoma (disorder)
254837009,Malignant neoplasm of breast (disorder)
254838004,Carcinoma of breast (disorder)
254839007,Scirrhous carcinoma of breast (disorder)
254840009,Inflammatory carcinoma of breast (disorder)
254841008,Cancer en cuirasse (disorder)
254843006,Familial cancer of breast (disorder)
254844000,Malignant phyllodes tumor of breast (disorder)
254849005,Malignant epithelial tumor of ovary (disorder)
254850005,Serous papillary cystadenocarcinoma ovary (disorder)
254851009,Mucinous cystadenocarcinoma of ovary (disorder)
254852002,Endometrioid carcinoma ovary (disorder)
254853007,Clear cell tumor of ovary (disorder)
254855000,Mixed epithelial tumor of ovary (disorder)
254856004,Undifferentiated carcinoma of ovary (disorder)
254860001,Malignant sex cord tumor of ovary (disorder)
254861002,Malignant granulosa cell tumor of ovary (disorder)
254863004,Granulosa cell tumor of ovary (disorder)
254869000,Malignant germ cell tumor of ovary (disorder)
254870004,Choriocarcinoma of ovary (disorder)
254871000,Immature teratoma of ovary (disorder)
254872007,Embryonal carcinoma of ovary (disorder)
254874008,Dysgerminoma of ovary (disorder)
254876005,Endodermal sinus tumor of ovary (disorder)
254877001,Sarcoma of uterus (disorder)
254878006,Endometrial carcinoma (disorder)
254886006,Squamous cell carcinoma of cervix (disorder)
254887002,Adenocarcinoma of cervix (disorder)
254888007,Adenosquamous carcinoma of cervix (disorder)
254889004,Carcinoma of cervix stage 0 (disorder)
254893005,Carcinoma of vagina (disorder)
254895003,Squamous cell carcinoma of vulva (disorder)
254896002,Malignant melanoma of vulva (disorder)
254897006,Sarcoma of vulva (disorder)
254898001,Paget's disease of vulva (disorder)
254900004,Carcinoma of prostate (disorder)
254904008,Carcinoma of glans penis (disorder)
254908006,Malignant tumor of skin of penis (disorder)
254909003,Carcinoma of foreskin (disorder)
254912000,Regressed malignant testicular tumor (disorder)
254915003,Clear cell carcinoma of kidney (disorder)
254916002,Cystadenocarcinoma of kidney (disorder)
254917006,Papillary cystadenocarcinoma of kidney (disorder)
254918001,Sarcoma of kidney (disorder)
254934003,Malignant tumor of urethral stump (disorder)
254938000,Astrocytoma of brain (disorder)
254940005,Oligodendroglioma of brain (disorder)
254948003,Astrocytoma of spinal cord (disorder)
254950006,Oligodendroglioma of spinal cord (disorder)
254955001,Pituitary carcinoma (disorder)
254969001,Malignant tumor of olfactory tract (disorder)
254972008,Malignant tumor of optic nerve and sheath (disorder)
254973003,Malignant astrocytoma of optic nerve (disorder)
254974009,Malignant tumor of optic nerve sheath (disorder)
254975005,Malignant meningioma of optic nerve sheath (disorder)
254980001,Malignant tumor of acoustic vestibular nerve (disorder)
254983004,Malignant tumor of spinal nerve and sheath (disorder)
254986007,Malignant tumor of peripheral nerve (disorder)
254987003,Adenoid cystic carcinoma of lacrimal gland (disorder)
254988008,Adenocarcinoma of lacrimal gland (disorder)
254989000,Carcinoma ex pleomorphic adenoma of lacrimal gland (disorder)
254990009,Mucoepidermoid tumor of lacrimal gland (disorder)
254993006,Liposarcoma of orbit (disorder)
254994000,Rhabdomyosarcoma of orbit (disorder)
254995004,Malignant hemangiopericytoma of orbit (disorder)
254996003,Malignant fibrous histiocytoma of orbit (disorder)
255003007,Squamous cell carcinoma of conjunctiva (disorder)
255004001,Malignant melanoma of conjunctiva (disorder)
255008003,Squamous cell carcinoma of cornea (disorder)
255012009,Malignant melanoma of iris (disorder)
255014005,Medulloepithelioma of ciliary body (disorder)
255015006,Malignant melanoma of ciliary body (disorder)
255016007,Adenocarcinoma of pigmented epithelium of ciliary body (disorder)
255017003,Adenocarcinoma of non-pigmented epithelium of ciliary body (disorder)
255021005,Malignant melanoma of choroid (disorder)
255028004,Follicular thyroid carcinoma (disorder)
255029007,Papillary thyroid carcinoma (disorder)
255030002,Mixed follicular and papillary thyroid carcinoma (disorder)
255031003,Anaplastic thyroid carcinoma (disorder)
255032005,Medullary thyroid carcinoma (disorder)
255035007,Adrenal carcinoma (disorder)
255037004,Parathyroid carcinoma (disorder)
255044008,Malignant pinealoma (disorder)
255052006,Malignant tumor of unknown origin (disorder)
255056009,Malignant tumor of head and/or neck (disorder)
255066001,Carcinoma of genitourinary organ (disorder)
255067005,Sarcoma of bone and connective tissue (disorder)
255068000,"Carcinoma of bone, connective tissue, skin and breast (disorder)"
255069008,"Carcinoma of lip, oral cavity and/or pharynx (disorder)"
255070009,"Malignant tumor of oral cavity, lips, salivary glands (disorder)"
255071008,Squamous cell carcinoma of lip (disorder)
255072001,Malignant tumor of salivary gland (disorder)
255073006,"Malignant tumor of ear, nose and throat (disorder)"
255074000,Malignant tumor of nasal cavity and nasopharynx (disorder)
255075004,Malignant tumor of lateral nasal wall (disorder)
255077007,Malignant tumor of digestive organ (disorder)
255078002,"Malignant tumor of esophagus, stomach and duodenum (disorder)"
255081007,Carcinoma of cecum (disorder)
255083005,Malignant tumor of anus and anal canal (disorder)
255084004,Squamous cell carcinoma of anal margin (disorder)
255086002,Carcinoma common bile duct (disorder)
255087006,Malignant polyp of biliary tract (disorder)
255088001,Malignant tumor of exocrine pancreas (disorder)
255090000,Malignant neoplasm of carpal bones (disorder)
255091001,Malignant neoplasm of metacarpal bones (disorder)
255093003,Malignant skin tumor with adnexal differentiation (disorder)
255096006,Malignant tumor of dermis (disorder)
255100007,Mycosis fungoides of skin (disorder)
255101006,S̩zary disease of skin (disorder)
255102004,Angioendotheliomatosis (disorder)
255106001,Teratoma of testis (disorder)
255107005,Seminoma of testis (disorder)
255108000,Carcinoma of bladder (disorder)
255109008,Transitional cell carcinoma of bladder (disorder)
255110003,Adenocarcinoma of bladder (disorder)
255111004,Squamous cell carcinoma of bladder (disorder)
255112006,Malignant tumor of pituitary and hypothalamus (disorder)
255114007,Kaposi's sarcoma of conjunctiva (disorder)
255115008,Kaposi's sarcoma of cornea (disorder)
255116009,Secondary carcinoma of respiratory and/or digestive systems (disorder)
255117000,Metastasis to respiratory and intrathoracic organ (disorder)
255118005,Secondary lymphangitic carcinoma (disorder)
255119002,Lymphangitis carcinomatosa (disorder)
255121007,Carcinomatosis of peritoneal cavity (disorder)
255123005,Metastasis to nervous system and eye (disorder)
255124004,Metastasis to peripheral nerve (disorder)
255127006,Local tumor spread (disorder)
255128001,Malignant infiltration of peripheral nerve (disorder)
255129009,Malignant infiltration of peripheral nerve plexus (disorder)
255131000,"Carcinoma in situ of oral cavity, lips, salivary glands (disorder)"
255191003,Localized malignant reticulohistiocytoma (disorder)
26019009,"Retinoblastoma, differentiated (morphologic abnormality)"
26138003,Gliomatosis cerebri (morphologic abnormality)
26211003,Juxtacortical chondrosarcoma (morphologic abnormality)
26328002,Disseminated eosinophilic collagen disease (disorder)
26888009,"Odontogenic tumor, malignant (morphologic abnormality)"
269459004,Malignant tumor of lesser curve of stomach (disorder)
269460009,Malignant tumor of greater curve of stomach (disorder)
269463006,Malignant tumor of middle ear and mastoid (disorder)
269464000,"Malignant neoplasm of upper lobe, bronchus or lung (disorder)"
269466003,Malignant tumor of bone and articular cartilage (disorder)
269467007,Malignant neoplasm of hand bones (disorder)
269468002,Malignant neoplasm of short bones of leg (disorder)
269469005,Malignant neoplasm of soft tissue (disorder)
269473008,Secondary malignant neoplasm of respiratory and digestive systems (disorder)
269475001,"Malignant tumor of lymphoid, hemopoietic AND/OR related tissue (disorder)"
269478004,Chronic erythremia (disorder)
269501009,[M]Adenomatous and adenocarcinomatous polyps of colon (morphologic abnormality)
269503007,[M]Malignant melanoma NOS (morphologic abnormality)
269506004,[M]Glioblastoma NOS (morphologic abnormality)
269507008,[M]Neuroblastoma NOS (morphologic abnormality)
269509006,"[M]Lymphogranuloma, malignant (morphologic abnormality)"
269515006,Carcinoma of lip (disorder)
269516007,Tongue carcinoma (disorder)
269533000,Carcinoma of colon (disorder)
269543002,Ca rectum with Ca anus (disorder)
269544008,Carcinoma of the rectosigmoid junction (disorder)
269567005,Ca trachea/bronchus/lung NOS (disorder)
269569008,Ca skull/face/jaw bone (disorder)
269578002,Malignant melanoma of head and neck (disorder)
269579005,Malignant melanoma of trunk (disorder)
269580008,Malignant melanoma of upper limb (disorder)
269581007,Malignant melanoma of lower limb (disorder)
269616004,Secondary nodes - axilla/arm (disorder)
269617008,Secondary nodes - inguinal/leg (disorder)
27092008,Ameloblastic fibrosarcoma (morphologic abnormality)
271323007,"Malignant neoplasm of lip, oral cavity and/or pharynx (disorder)"
271385002,"[X]Non-Hodgkin's lymphoma, unspecified type (disorder)"
271467005,"Malignant neoplasm of bone, connective tissue, skin and breast (disorder)"
271468000,Malignant neoplasm of genitourinary organ (disorder)
271486002,Acute erythremia and erythroleukemia (disorder)
271568003,Malignant tumor of lower labial mucosa (disorder)
271943005,Carcinoma of base of tongue (disorder)
271944004,Clear cell sarcoma (morphologic abnormality)
2735009,Papillary cystadenocarcinoma (morphologic abnormality)
274084007,Palate carcinoma (disorder)
274085008,Tonsil carcinoma (disorder)
274087000,Malignant melanoma of eye (disorder)
274088005,Secondary malignant neoplasm of unknown site (disorder)
27461004,Immunoproliferative small intestinal disease (morphologic abnormality)
274902006,Combined hepatocellular carcinoma and cholangiocarcinoma (disorder)
274904007,Carcinoid tumor - argentaffin (morphologic abnormality)
275265005,Epithelioma basal cell (disorder)
275266006,Metastasis to digestive organs (disorder)
275394001,Carcinoma ventral surface of tongue (disorder)
275395000,Carcinoma anterior 2/3 tongue ventrum (disorder)
275396004,Carcinoma of anterior two-thirds of tongue - dorsal surface (disorder)
275397008,Carcinoma of midline of tongue (disorder)
275399006,Malignant tumor of lipstick area of lip (disorder)
275419009,Primary vulval cancer (disorder)
275464006,Cerebral tumor - malignant (disorder)
275490009,Carcinoma of tongue base - dorsal surface (disorder)
276419004,Malignant tumor of corpus spongiosum (disorder)
276420005,Malignant tumor of corpus cavernosum (disorder)
276499003,[M]Hairy nevus NOS (morphologic abnormality)
276611000000108,Malignant neoplasm of descended testis NOS (disorder)
276738009,Primary signet ring carcinoma of skin (disorder)
276750003,Malignant tumor of skin with pilar differentiation (disorder)
276751004,Amelanotic malignant melanoma of skin (disorder)
276797002,Malignant tumor of fibrous tissue (disorder)
276799004,Dermatofibrosarcoma protuberans (disorder)
276803003,Adenocarcinoma of esophagus (disorder)
276804009,Squamous cell carcinoma of esophagus (disorder)
276808007,Carcinoid tumor of stomach (disorder)
276809004,Early gastric cancer (disorder)
276810009,Late gastric cancer (disorder)
276821000,Malignant melanoma of anus (disorder)
276822007,Malignant melanoma of rectum (disorder)
276826005,Malignant glioma of brain (disorder)
276827001,Malignant glioma of spinal cord (disorder)
276828006,Glioblastoma multiforme of brain (disorder)
276829003,Glioblastoma multiforme of spinal cord (disorder)
276860003,Squamous cell carcinoma of scrotum (disorder)
276870001,Carcinoma of fallopian tube (disorder)
276876007,Carcinoma of Bartholin's gland (disorder)
276952000,Squamous cell carcinoma of tongue (disorder)
276953005,Squamous cell carcinoma of gum (disorder)
276954004,Squamous cell carcinoma of floor of mouth (disorder)
276962007,Squamous cell carcinoma of palate (disorder)
276975007,Carcinoma of larynx (disorder)
277156006,Malignant tumor of external ear (disorder)
277461004,Anaplastic astrocytoma of brain (disorder)
277505007,Medulloblastoma of cerebellum (disorder)
277530005,Malignant melanoma of meninges (disorder)
277597005,Myelodysplastic syndrome with isolated del(5q) (disorder)
277600006,Acute myeloblastic leukemia (disorder)
277608004,"Hodgkin's disease, lymphocytic predominance - nodular (disorder)"
277648007,Angiocentric T-cell lymphoma (disorder)
277782009,Malignant peritoneal local recurrence (disorder)
277984002,Embryonal neuroepithelial tumor (morphologic abnormality)
277985001,Nonteratoid medulloepithelioma (morphologic abnormality)
277993001,Olfactory neuroendocrine carcinoma (morphologic abnormality)
278024000,Rhabdomyosarcoma of bladder (disorder)
278042005,Malignant teratoma of mediastinum (disorder)
278043000,Malignant seminoma of mediastinum (disorder)
278044006,Malignant neuroma of mediastinum (disorder)
278046008,Sarcoma of bladder (disorder)
278050001,Sarcoma of breast (disorder)
278053004,Intraductal carcinoma of breast (disorder)
278054005,Lobular carcinoma of breast (disorder)
278055006,Malignant Leydig cell tumor of testis (disorder)
278060005,Endometrioid carcinoma of prostate (disorder)
278190000,Erythremia (morphologic abnormality)
278411006,Primary intra-osseous carcinoma (morphologic abnormality)
278433008,Malignant infiltration of soft tissue (disorder)
27849002,Myxoid liposarcoma (morphologic abnormality)
278491007,Mixed seminoma teratoma of testis (disorder)
28047004,Embryonal carcinoma (morphologic abnormality)
280959007,Malignant tumor of lacrimal drainage structure (disorder)
281560004,Neuroblastoma of brain (disorder)
281562007,Adrenal neuroblastoma (disorder)
281563002,Thoracic neuroblastoma (disorder)
281564008,Pelvic neuroblastoma (disorder)
281565009,Paraspinal neuroblastoma (disorder)
281566005,Abdominothoracic neuroblastoma (disorder)
281702006,Tibial adamantinoma (disorder)
28173006,"Follicular adenocarcinoma, well differentiated (morphologic abnormality)"
28325008,Polyembryoma (morphologic abnormality)
28351005,Myxosarcoma (morphologic abnormality)
285307007,Squamous cell carcinoma of skin of upper lip (disorder)
285308002,Squamous cell carcinoma of skin of lower lip (disorder)
285309005,Squamous cell carcinoma of skin of cheek (disorder)
285310000,Carcinoma of anal canal (disorder)
285312008,Carcinoma of sigmoid colon (disorder)
285432005,Carcinoma of cervix (disorder)
28558000,Villous adenocarcinoma (morphologic abnormality)
285598005,Metastasis to trachea of unknown primary (disorder)
285603002,Metastasis to bronchus of unknown primary (disorder)
285604008,Metastasis to lung of unknown primary (disorder)
285605009,Metastasis to pleura of unknown primary (disorder)
285606005,Metastasis to heart of unknown primary (disorder)
285607001,Metastasis to mediastinum of unknown primary (disorder)
285608006,Metastasis to thymus of unknown primary (disorder)
285609003,Metastasis to small intestine of unknown primary (disorder)
285610008,Metastasis to large intestine of unknown primary (disorder)
285611007,Metastasis to colon of unknown primary (disorder)
285612000,Metastasis to rectum of unknown primary (disorder)
285613005,Metastasis to liver of unknown primary (disorder)
285614004,Metastasis to pancreas of unknown primary (disorder)
285615003,Metastasis to spleen of unknown primary (disorder)
285616002,Metastasis to peritoneum of unknown primary (disorder)
285617006,Metastasis to retroperitoneum of unknown primary (disorder)
285618001,Metastasis to bone of unknown primary (disorder)
285619009,Metastasis to vertebral column of unknown primary (disorder)
285631006,Metastasis to skin of unknown primary (disorder)
285633009,Metastasis to soft tissue of unknown primary (disorder)
285634003,Metastasis to breast of unknown primary (disorder)
285635002,Metastasis to uterus of unknown primary (disorder)
285637005,Metastasis to ovary of unknown primary (disorder)
285638000,Metastasis to vagina of unknown primary (disorder)
285639008,Metastasis to kidney of unknown primary (disorder)
285640005,Metastasis to bladder of unknown primary (disorder)
285641009,Metastasis to brain of unknown primary (disorder)
285642002,Metastasis to eye of unknown primary (disorder)
285643007,Metastasis to adrenal gland of unknown primary (disorder)
285644001,Metastasis to lymph node of unknown primary (disorder)
285645000,Disseminated malignancy of unknown primary (disorder)
285763005,Acute myeloblastic leukemia - undifferentiated (disorder)
285766002,Acute myeloblastic leukemia without maturation (disorder)
285768001,Acute myeloblastic leukemia with maturation (disorder)
28655007,"Liposarcoma, well differentiated (morphologic abnormality)"
286887005,Carcinoma liver and/or biliary system (disorder)
286889008,Carcinoma of upper limb bones/scapula (disorder)
286890004,Carcinoma of lower limb bones (disorder)
286891000,Carcinoma of skin of head/neck (disorder)
286892007,Ca breast - nipple/central (disorder)
286893002,"Carcinoma of breast - upper, inner quadrant (disorder)"
286894008,"Carcinoma of breast - lower, inner quadrant (disorder)"
286895009,"Carcinoma of breast - upper, outer quadrant (disorder)"
286896005,"Carcinoma breast - lower, outer quadrant (disorder)"
286897001,Carcinoma of breast - axillary tail (disorder)
286899003,Carcinoma of genital organ (disorder)
286900008,Carcinoma of epididymis/spermatic cord (disorder)
286902000,Secondary carcinoma of gastrointestinal tract (disorder)
28953002,Angiomyosarcoma (morphologic abnormality)
292551000000103,[M] Refractory anaemia with excess of blasts
29370006,"Pheochromocytoma, malignant (morphologic abnormality)"
29421000119105,Adenocarcinoma in adenomatous polyp (disorder)
294301000000103,Bowel cancer detected by national screening programme (disorder)
294311000000101,Bowel cancer detected through national screening programme 
294321000000107,Bowel cancer detected through national screening programme 
29792007,Trabecular adenocarcinoma (morphologic abnormality)
2985005,"Paget's disease, mammary (morphologic abnormality)"
300987004,Disseminated squamous cell carcinoma (morphologic abnormality)
300988009,Transitional cell carcinoma of ureter (disorder)
301036008,Disseminated adenocarcinoma (morphologic abnormality)
301756000,Adenocarcinoma of sigmoid colon (disorder)
302815008,Malignant tumor of frenum of lip (disorder)
302816009,"Malignant tumor of soft tissue of head, face and neck (disorder)"
302817000,Malignant tumor of unknown origin or ill-defined site (disorder)
302835009,Pheochromocytoma (disorder)
302837001,Lentigo maligna melanoma (disorder)
302840001,Giant cell sarcoma (morphologic abnormality)
302847003,Rhabdomyosarcoma (disorder)
302849000,Nephroblastoma (disorder)
302851001,Synovial sarcoma (disorder)
302852008,Plasmacytoma (disorder)
30289006,Endometrioid carcinoma (morphologic abnormality)
303012000,Malignant tumor of posterior wall of hypopharynx (disorder)
303194003,Metastasis to head and neck lymph node (disorder)
303201005,Metastasis to multiple lymph nodes (disorder)
30383009,"Mesothelioma, biphasic, malignant (morphologic abnormality)"
304545002,Adenocarcinoma of ileum (disorder)
30546008,Clear cell adenocarcinoma (morphologic abnormality)
306870009,Ca rectum + Ca anus NOS (disorder)
30713000,Hypernephroid tumor (morphologic abnormality)
307216009,Perforated carcinoma of esophagus (disorder)
307219002,Retroperitoneal sarcoma (disorder)
307226002,Metastatic adenocarcinoma of unknown origin (disorder)
307340003,Monosomy 7 syndrome (disorder)
307502000,Squamous cell carcinoma of mouth (disorder)
307576001,Osteosarcoma of bone (disorder)
307593001,Carcinomatosis (disorder)
307599002,Sebaceous adenocarcinoma (disorder)
307601000,Pseudomyxoma peritonei (disorder)
307603002,Malignant blue nevus of skin (disorder)
307608006,Ewing's sarcoma of bone (disorder)
307609003,Adamantinoma of long bone (disorder)
307610008,Pilomatrix carcinoma of skin (disorder)
307650006,Histiocytic medullary reticulosis (disorder)
307651005,Myelosclerosis with myeloid metaplasia (disorder)
307652003,Idiopathic thrombocythemia (disorder)
307726001,Anemia in ovarian carcinoma (disorder)
30924005,"Rhabdomyosarcoma, no subtype (morphologic abnormality)"
309245001,Adenocarcinoma of uterus (disorder)
309431000000107,Squamous cell carcinoma of skin
3102004,"Oligodendroglioma, anaplastic (morphologic abnormality)"
31047003,Lymphomatoid papulosis (disorder)
310498001,Malignant melanoma of back (disorder)
310504009,Primary malignant neoplasm of unknown site (disorder)
310526005,Malignant tumor of soft tissue of back (disorder)
310599006,Malignant neoplasm of canthus (disorder)
31131002,"Vipoma, malignant (morphologic abnormality)"
311779007,Malignant neoplasm of skin of scapular region (disorder)
31186001,Chondroma (morphologic abnormality)
312104005,Cholangiocarcinoma of biliary tract (disorder)
312111009,Carcinoma of ascending colon (disorder)
312112002,Carcinoma of transverse colon (disorder)
312113007,Carcinoma of descending colon (disorder)
312114001,Carcinoma of hepatic flexure (disorder)
312115000,Carcinoma of splenic flexure (disorder)
312939009,Ocular lymphoma (disorder)
312949007,Retinal pigment epithelial adenocarcinoma (disorder)
313248004,Malignant melanoma of chest wall (disorder)
313249007,Malignant neoplasm of upper eyelid (disorder)
313250007,Malignant neoplasm of lower eyelid (disorder)
313353007,Squamous cell carcinoma of bronchus in left lower lobe (disorder)
313354001,Squamous cell carcinoma of bronchus in left upper lobe (disorder)
313355000,Squamous cell carcinoma of bronchus in right lower lobe (disorder)
313356004,Squamous cell carcinoma of bronchus in right middle lobe (disorder)
313357008,Squamous cell carcinoma of bronchus in right upper lobe (disorder)
313417009,[M]Tibial adamantinoma (morphologic abnormality)
313428008,Seminoma of undescended testis (disorder)
